Scheme Name       : start_scheme
Scheme lnL        : -23172911.1529
Scheme AICc       : 46388725.7469
Number of params  : 20870
Number of sites   : 769646
Number of subsets : 3102

Subset | Best Model | Subset Partitions              | Subset Sites                   | Alignment                               
LG, p790 = 198559-198685
LGF, p791 = 198686-198927
WAG, p792 = 198928-199072
LG, p793 = 199073-199241
LG, p794 = 199242-199400
JTTF, p795 = 199401-199710
LGF, p796 = 199711-200192
JTTF, p797 = 200193-200442
LG, p798 = 200443-200661
LG, p799 = 200662-200827
LG, p800 = 200828-201196
LG, p801 = 201197-201343
LG, p802 = 201344-201884
JTT, p803 = 201885-202047
LG, p804 = 202048-202154
LG, p805 = 202155-202289
LG, p806 = 202290-202546
LG, p807 = 202547-202672
LG, p808 = 202673-202923
LGF, p809 = 202924-203168
LG, p810 = 203169-203308
JTT, p811 = 203309-203519
LGF, p812 = 203520-203860
LGF, p813 = 203861-204472
LG, p814 = 204473-204772
JTTF, p815 = 204773-205162
LG, p816 = 205163-205323
LG, p817 = 205324-205605
LG, p818 = 205606-205832
LG, p819 = 205833-206212
LGF, p820 = 206213-206630
LG, p821 = 206631-206841
WAG, p822 = 206842-207371
LG, p823 = 207372-207593
LG, p824 = 207594-208000
LGF, p825 = 208001-208152
LG, p826 = 208153-208364
LG, p827 = 208365-208677
LG, p828 = 208678-208861
LG, p829 = 208862-209071
JTT, p830 = 209072-209283
LG, p831 = 209284-209460
LG, p832 = 209461-209738
WAG, p833 = 209739-210137
LG, p834 = 210138-210351
DAYHOFFF, p835 = 210352-210488
LG, p836 = 210489-210722
DAYHOFF, p837 = 210723-210871
LG, p838 = 210872-211012
JTT, p839 = 211013-211200
LG, p840 = 211201-211355
LGF, p841 = 211356-211624
JTT, p842 = 211625-212050
CPREVF, p843 = 212051-212273
JTT, p844 = 212274-212431
VT, p845 = 212432-212608
LG, p846 = 212609-213010
LGF, p847 = 213011-213235
LG, p848 = 213236-213391
LG, p849 = 213392-213605
LGF, p850 = 213606-213991
LG, p851 = 213992-214364
VTF, p852 = 214365-214941
LG, p853 = 214942-215126
LG, p854 = 215127-215435
LGF, p855 = 215436-215747
LG, p856 = 215748-215868
LG, p857 = 215869-216024
LGF, p858 = 216025-216403
LG, p859 = 216404-216848
LG, p860 = 216849-217172
LG, p861 = 217173-217733
LG, p862 = 217734-217923
LG, p863 = 217924-218012
LGF, p864 = 218013-218250
LGF, p865 = 218251-218561
LGF, p866 = 218562-218778
LG, p867 = 218779-219037
LG, p868 = 219038-219149
LG, p869 = 219150-219368
JTT, p870 = 219369-219459
LG, p871 = 219460-219594
JTT, p872 = 219595-219749
LGF, p873 = 219750-220119
JTTF, p874 = 220120-220443
JTT, p875 = 220444-220590
LGF, p876 = 220591-220804
JTTF, p877 = 220805-221084
JTTF, p878 = 221085-221517
LG, p879 = 221518-221646
LG, p880 = 221647-221876
LG, p881 = 221877-222076
LG, p882 = 222077-222233
LG, p883 = 222234-222445
LG, p884 = 222446-222605
LG, p885 = 222606-222795
LG, p886 = 222796-223108
LG, p887 = 223109-223172
LGF, p888 = 223173-223634
LGF, p889 = 223635-223877
LGF, p890 = 223878-223967
LG, p891 = 223968-224385
LG, p892 = 224386-224721
LG, p893 = 224722-225047
CPREVF, p894 = 225048-225202
LGF, p895 = 225203-225488
JTTF, p896 = 225489-226007
JTT, p897 = 226008-226190
LG, p898 = 226191-226346
LG, p899 = 226347-226481
LG, p900 = 226482-226972
JTT, p901 = 226973-227490
LG, p902 = 227491-227608
LG, p903 = 227609-228054
LG, p904 = 228055-228267
LG, p905 = 228268-229030
WAG, p906 = 229031-229154
DAYHOFF, p907 = 229155-229312
LG, p908 = 229313-229348
LGF, p909 = 229349-229618
LG, p910 = 229619-229679
DAYHOFF, p911 = 229680-229807
LGF, p912 = 229808-230191
LGF, p913 = 230192-230656
LG, p914 = 230657-230756
LG, p915 = 230757-230847
JTT, p916 = 230848-231245
LG, p917 = 231246-231387
WAG, p918 = 231388-231610
LGF, p919 = 231611-231794
LG, p920 = 231795-231883
LG, p921 = 231884-232051
LGF, p922 = 232052-232281
LG, p923 = 232282-232371
JTT, p924 = 232372-232589
JTT, p925 = 232590-232868
JTTF, p926 = 232869-233129
VT, p927 = 233130-233225
LG, p928 = 233226-233520
LG, p929 = 233521-233707
LG, p930 = 233708-234049
LG, p931 = 234050-234123
LG, p932 = 234124-234298
LG, p933 = 234299-234668
JTT, p934 = 234669-234934
LGF, p935 = 234935-235211
JTT, p936 = 235212-235439
LG, p937 = 235440-236031
LGF, p938 = 236032-236171
LG, p939 = 236172-236344
LG, p940 = 236345-236493
LGF, p941 = 236494-236665
LGF, p942 = 236666-236998
LG, p943 = 236999-237203
LG, p944 = 237204-237477
LG, p945 = 237478-237772
VT, p946 = 237773-237989
LG, p947 = 237990-238284
LGF, p948 = 238285-238622
JTT, p949 = 238623-238755
JTT, p950 = 238756-238988
JTT, p951 = 238989-239238
LG, p952 = 239239-239606
LGF, p953 = 239607-240175
LG, p954 = 240176-240325
LG, p955 = 240326-240482
LG, p956 = 240483-240664
LG, p957 = 240665-240743
LG, p958 = 240744-241069
LG, p959 = 241070-241244
LG, p960 = 241245-241670
WAG, p961 = 241671-241766
LGF, p962 = 241767-242090
LG, p963 = 242091-242538
LGF, p964 = 242539-242702
LGF, p965 = 242703-242849
LG, p966 = 242850-243195
LG, p967 = 243196-243282
LG, p968 = 243283-243706
LG, p969 = 243707-244014
JTT, p970 = 244015-244123
LG, p971 = 244124-244281
LG, p972 = 244282-244454
LG, p973 = 244455-244875
LGF, p974 = 244876-245151
LG, p975 = 245152-245571
JTT, p976 = 245572-245965
LGF, p977 = 245966-246399
LG, p978 = 246400-246696
LG, p979 = 246697-246952
WAG, p980 = 246953-247012
VT, p981 = 247013-247099
LGF, p982 = 247100-247429
LG, p983 = 247430-247865
LG, p984 = 247866-247931
LG, p985 = 247932-248195
JTT, p986 = 248196-248355
LGF, p987 = 248356-248558
LG, p988 = 248559-248640
JTT, p989 = 248641-248801
LG, p990 = 248802-249003
LG, p991 = 249004-249108
JTTF, p992 = 249109-249405
LG, p993 = 249406-249574
LGF, p994 = 249575-250251
LG, p995 = 250252-250330
CPREVF, p996 = 250331-250525
LG, p997 = 250526-250862
LG, p998 = 250863-251141
VT, p999 = 251142-251265
JTT, p1000 = 251266-251596
LG, p1001 = 251597-251940
LG, p1002 = 251941-252274
LG, p1003 = 252275-252487
LG, p1004 = 252488-252538
LG, p1005 = 252539-252704
LG, p1006 = 252705-252798
VT, p1007 = 252799-252873
LG, p1008 = 252874-253034
LG, p1009 = 253035-253530
LG, p1010 = 253531-253841
JTTF, p1011 = 253842-254074
LG, p1012 = 254075-254162
VT, p1013 = 254163-254256
LGF, p1014 = 254257-255054
LG, p1015 = 255055-255337
LG, p1016 = 255338-255729
JTT, p1017 = 255730-255896
LG, p1018 = 255897-256011
LG, p1019 = 256012-256231
LGF, p1020 = 256232-256528
LGF, p1021 = 256529-256781
LG, p1022 = 256782-257072
LG, p1023 = 257073-257264
BLOSUM62, p1024 = 257265-257468
JTT, p1025 = 257469-257653
LG, p1026 = 257654-257879
LG, p1027 = 257880-258113
JTT, p1028 = 258114-258261
VT, p1029 = 258262-258335
LG, p1030 = 258336-258460
JTT, p1031 = 258461-258621
VT, p1032 = 258622-258973
LG, p1033 = 258974-259369
LG, p1034 = 259370-259430
JTT, p1035 = 259431-259618
LGF, p1036 = 259619-259898
WAG, p1037 = 259899-260019
BLOSUM62, p1038 = 260020-260060
LG, p1039 = 260061-260137
JTT, p1040 = 260138-260427
JTTF, p1041 = 260428-260552
LG, p1042 = 260553-260956
LGF, p1043 = 260957-261172
BLOSUM62, p1044 = 261173-261308
LGF, p1045 = 261309-261777
LG, p1046 = 261778-262052
VT, p1047 = 262053-262174
LG, p1048 = 262175-262328
BLOSUM62, p1049 = 262329-262475
LG, p1050 = 262476-262562
LG, p1051 = 262563-262729
LG, p1052 = 262730-262909
JTT, p1053 = 262910-263127
VT, p1054 = 263128-263339
JTT, p1055 = 263340-263539
LGF, p1056 = 263540-263733
LG, p1057 = 263734-263932
LG, p1058 = 263933-264038
LG, p1059 = 264039-264231
LG, p1060 = 264232-264336
JTT, p1061 = 264337-264519
LG, p1062 = 264520-264700
LGF, p1063 = 264701-265610
CPREV, p1064 = 265611-265722
JTT, p1065 = 265723-265808
LG, p1066 = 265809-266016
LG, p1067 = 266017-266392
VT, p1068 = 266393-266455
LGF, p1069 = 266456-266726
LG, p1070 = 266727-266909
LG, p1071 = 266910-267001
DAYHOFF, p1072 = 267002-267087
LGF, p1073 = 267088-267352
LGF, p1074 = 267353-267488
LG, p1075 = 267489-267648
LG, p1076 = 267649-268330
LG, p1077 = 268331-268721
LG, p1078 = 268722-268893
LGF, p1079 = 268894-269377
LGF, p1080 = 269378-269600
JTT, p1081 = 269601-269936
JTT, p1082 = 269937-270098
LG, p1083 = 270099-270400
LGF, p1084 = 270401-270581
LGF, p1085 = 270582-271059
LG, p1086 = 271060-271215
LG, p1087 = 271216-271433
LGF, p1088 = 271434-271781
LG, p1089 = 271782-272294
LG, p1090 = 272295-272503
LG, p1091 = 272504-272769
LG, p1092 = 272770-273223
LG, p1093 = 273224-273866
LG, p1094 = 273867-274063
LGF, p1095 = 274064-274325
LG, p1096 = 274326-274525
JTT, p1097 = 274526-274926
LG, p1098 = 274927-275139
JTT, p1099 = 275140-275227
LG, p1100 = 275228-275451
LG, p1101 = 275452-275836
LG, p1102 = 275837-276121
LG, p1103 = 276122-276305
LGF, p1104 = 276306-276454
LG, p1105 = 276455-276525
JTT, p1106 = 276526-276953
JTT, p1107 = 276954-277198
LG, p1108 = 277199-277563
LGF, p1109 = 277564-278247
LG, p1110 = 278248-278479
JTT, p1111 = 278480-278684
LG, p1112 = 278685-279220
JTT, p1113 = 279221-279305
LG, p1114 = 279306-279454
LGF, p1115 = 279455-279627
LGF, p1116 = 279628-279780
JTT, p1117 = 279781-280505
VT, p1118 = 280506-280653
LGF, p1119 = 280654-280873
LG, p1120 = 280874-280995
LG, p1121 = 280996-281174
LG, p1122 = 281175-281369
LG, p1123 = 281370-281847
LG, p1124 = 281848-281982
VT, p1125 = 281983-282245
VT, p1126 = 282246-282529
RTREVF, p1127 = 282530-282691
LG, p1128 = 282692-282907
LG, p1129 = 282908-283415
LG, p1130 = 283416-283841
LG, p1131 = 283842-283971
JTT, p1132 = 283972-284163
LG, p1133 = 284164-284568
LG, p1134 = 284569-284922
LG, p1135 = 284923-285170
JTTF, p1136 = 285171-285651
JTT, p1137 = 285652-285753
LG, p1138 = 285754-286318
LGF, p1139 = 286319-286589
LG, p1140 = 286590-286794
LG, p1141 = 286795-287121
LG, p1142 = 287122-287317
JTTF, p1143 = 287318-287548
LG, p1144 = 287549-288045
VT, p1145 = 288046-288095
LG, p1146 = 288096-288209
LG, p1147 = 288210-288304
JTT, p1148 = 288305-288554
LG, p1149 = 288555-289034
LG, p1150 = 289035-289325
JTT, p1151 = 289326-289575
JTTF, p1152 = 289576-289757
LG, p1153 = 289758-289924
LG, p1154 = 289925-289993
JTT, p1155 = 289994-290247
LG, p1156 = 290248-290437
LGF, p1157 = 290438-290790
JTT, p1158 = 290791-291025
LG, p1159 = 291026-291218
JTT, p1160 = 291219-291508
LG, p1161 = 291509-291718
LG, p1162 = 291719-291830
LG, p1163 = 291831-292086
LG, p1164 = 292087-292146
LGF, p1165 = 292147-292362
JTT, p1166 = 292363-292403
VT, p1167 = 292404-292665
VT, p1168 = 292666-292771
LGF, p1169 = 292772-293264
JTT, p1170 = 293265-293371
LG, p1171 = 293372-293638
LGF, p1172 = 293639-293940
JTT, p1173 = 293941-294324
LG, p1174 = 294325-294405
LG, p1175 = 294406-294916
LG, p1176 = 294917-295085
JTT, p1177 = 295086-295261
LG, p1178 = 295262-295414
LG, p1179 = 295415-296180
LG, p1180 = 296181-296436
DAYHOFF, p1181 = 296437-296583
LG, p1182 = 296584-297095
LG, p1183 = 297096-297271
JTT, p1184 = 297272-297448
LGF, p1185 = 297449-298016
VT, p1186 = 298017-298058
LG, p1187 = 298059-298104
LG, p1188 = 298105-298391
JTT, p1189 = 298392-298556
LG, p1190 = 298557-298758
JTTF, p1191 = 298759-298960
LG, p1192 = 298961-299440
JTT, p1193 = 299441-299559
LG, p1194 = 299560-299752
LG, p1195 = 299753-299908
LG, p1196 = 299909-300160
JTT, p1197 = 300161-300243
LG, p1198 = 300244-300393
BLOSUM62, p1199 = 300394-300642
LGF, p1200 = 300643-300871
LG, p1201 = 300872-301033
LG, p1202 = 301034-301253
VT, p1203 = 301254-301313
LG, p1204 = 301314-301515
JTT, p1205 = 301516-301691
WAG, p1206 = 301692-301774
LG, p1207 = 301775-302202
LG, p1208 = 302203-302487
LG, p1209 = 302488-302747
LG, p1210 = 302748-303097
JTT, p1211 = 303098-303273
LG, p1212 = 303274-303497
LG, p1213 = 303498-303802
JTT, p1214 = 303803-304013
LG, p1215 = 304014-304225
LG, p1216 = 304226-304906
JTT, p1217 = 304907-305197
LG, p1218 = 305198-305364
VT, p1219 = 305365-305467
JTTF, p1220 = 305468-305686
JTT, p1221 = 305687-305901
LG, p1222 = 305902-306058
LG, p1223 = 306059-306345
VT, p1224 = 306346-306426
LGF, p1225 = 306427-306926
VT, p1226 = 306927-306986
LG, p1227 = 306987-307095
LGF, p1228 = 307096-307327
LG, p1229 = 307328-307470
LGF, p1230 = 307471-307975
LGF, p1231 = 307976-308397
JTT, p1232 = 308398-308826
LG, p1233 = 308827-309134
LG, p1234 = 309135-309407
LGF, p1235 = 309408-309688
LG, p1236 = 309689-310092
JTT, p1237 = 310093-310913
WAG, p1238 = 310914-310952
JTT, p1239 = 310953-311176
LG, p1240 = 311177-311391
LG, p1241 = 311392-311512
JTT, p1242 = 311513-311812
JTT, p1243 = 311813-311989
LG, p1244 = 311990-312325
LG, p1245 = 312326-312640
JTT, p1246 = 312641-312831
LG, p1247 = 312832-313223
LGF, p1248 = 313224-313371
LG, p1249 = 313372-313453
LG, p1250 = 313454-313649
JTT, p1251 = 313650-313845
LG, p1252 = 313846-314293
LGF, p1253 = 314294-314618
VT, p1254 = 314619-314721
LG, p1255 = 314722-314841
LG, p1256 = 314842-315020
LG, p1257 = 315021-315237
VT, p1258 = 315238-315304
JTT, p1259 = 315305-315452
LGF, p1260 = 315453-315794
LG, p1261 = 315795-316304
LG, p1262 = 316305-316777
LGF, p1263 = 316778-317086
JTTF, p1264 = 317087-317258
LG, p1265 = 317259-317354
JTTF, p1266 = 317355-317956
LG, p1267 = 317957-318046
LG, p1268 = 318047-318315
LGF, p1269 = 318316-318583
MTREVF, p1270 = 318584-318680
LG, p1271 = 318681-318965
LG, p1272 = 318966-319435
JTT, p1273 = 319436-319573
JTT, p1274 = 319574-319761
LG, p1275 = 319762-319968
VTF, p1276 = 319969-320119
LG, p1277 = 320120-320301
LG, p1278 = 320302-320639
LG, p1279 = 320640-320720
LG, p1280 = 320721-320773
JTT, p1281 = 320774-320935
LG, p1282 = 320936-321164
LGF, p1283 = 321165-321391
CPREVF, p1284 = 321392-321823
JTT, p1285 = 321824-322232
LG, p1286 = 322233-322493
JTT, p1287 = 322494-322657
LG, p1288 = 322658-322845
LG, p1289 = 322846-323160
JTT, p1290 = 323161-323274
WAG, p1291 = 323275-323478
LG, p1292 = 323479-323636
LG, p1293 = 323637-324075
LG, p1294 = 324076-324200
LG, p1295 = 324201-324503
LG, p1296 = 324504-324781
LG, p1297 = 324782-324974
LGF, p1298 = 324975-325284
WAG, p1299 = 325285-325398
LG, p1300 = 325399-325536
LG, p1301 = 325537-325926
LG, p1302 = 325927-326069
JTT, p1303 = 326070-326183
LG, p1304 = 326184-326318
LG, p1305 = 326319-326459
LGF, p1306 = 326460-326872
LG, p1307 = 326873-327131
LG, p1308 = 327132-327276
LGF, p1309 = 327277-327493
LG, p1310 = 327494-327724
LG, p1311 = 327725-328064
LG, p1312 = 328065-328462
LG, p1313 = 328463-328884
LG, p1314 = 328885-329013
LG, p1315 = 329014-329319
JTTF, p1316 = 329320-329588
LG, p1317 = 329589-329868
LG, p1318 = 329869-330155
JTT, p1319 = 330156-330529
VT, p1320 = 330530-330816
LG, p1321 = 330817-330900
JTT, p1322 = 330901-331170
LGF, p1323 = 331171-331412
VT, p1324 = 331413-331508
LG, p1325 = 331509-331676
LG, p1326 = 331677-331952
LG, p1327 = 331953-332150
JTT, p1328 = 332151-332387
JTTF, p1329 = 332388-332664
LG, p1330 = 332665-332852
CPREVF, p1331 = 332853-333130
LG, p1332 = 333131-333334
JTTF, p1333 = 333335-333621
LG, p1334 = 333622-333993
LGF, p1335 = 333994-334299
JTTF, p1336 = 334300-334719
JTT, p1337 = 334720-335070
LGF, p1338 = 335071-335404
LG, p1339 = 335405-335636
LGF, p1340 = 335637-336261
JTTF, p1341 = 336262-336372
JTT, p1342 = 336373-336483
LG, p1343 = 336484-337117
LG, p1344 = 337118-337261
LG, p1345 = 337262-337304
LG, p1346 = 337305-337627
LG, p1347 = 337628-337927
LG, p1348 = 337928-338107
LG, p1349 = 338108-338183
JTT, p1350 = 338184-338383
LGF, p1351 = 338384-338615
LG, p1352 = 338616-338782
JTT, p1353 = 338783-338845
JTT, p1354 = 338846-339012
LG, p1355 = 339013-339293
WAG, p1356 = 339294-339543
LG, p1357 = 339544-339680
LG, p1358 = 339681-339883
LG, p1359 = 339884-339997
LG, p1360 = 339998-340106
WAGF, p1361 = 340107-340543
LG, p1362 = 340544-340642
LGF, p1363 = 340643-340866
LGF, p1364 = 340867-341215
LG, p1365 = 341216-341279
LG, p1366 = 341280-341538
LG, p1367 = 341539-341620
LGF, p1368 = 341621-341923
JTT, p1369 = 341924-342125
JTTF, p1370 = 342126-342384
JTT, p1371 = 342385-342698
LG, p1372 = 342699-342803
LG, p1373 = 342804-342858
LG, p1374 = 342859-343021
LG, p1375 = 343022-343183
LG, p1376 = 343184-343360
LGF, p1377 = 343361-343481
LG, p1378 = 343482-344102
LG, p1379 = 344103-344239
JTT, p1380 = 344240-344458
LG, p1381 = 344459-344583
LG, p1382 = 344584-344768
LGF, p1383 = 344769-345194
LGF, p1384 = 345195-345350
LGF, p1385 = 345351-345502
LGF, p1386 = 345503-345605
WAG, p1387 = 345606-345713
JTT, p1388 = 345714-345885
LG, p1389 = 345886-346162
LG, p1390 = 346163-346497
LG, p1391 = 346498-346687
LGF, p1392 = 346688-347199
LG, p1393 = 347200-347375
LGF, p1394 = 347376-347526
JTTF, p1395 = 347527-347826
LG, p1396 = 347827-347955
LG, p1397 = 347956-348047
LG, p1398 = 348048-348492
LG, p1399 = 348493-348608
LG, p1400 = 348609-348767
LGF, p1401 = 348768-348955
JTT, p1402 = 348956-349075
LGF, p1403 = 349076-349508
LG, p1404 = 349509-349692
JTT, p1405 = 349693-349910
JTT, p1406 = 349911-350197
LGF, p1407 = 350198-350592
LG, p1408 = 350593-350964
LG, p1409 = 350965-351184
LG, p1410 = 351185-351282
LGF, p1411 = 351283-351559
JTT, p1412 = 351560-351605
LG, p1413 = 351606-351699
LG, p1414 = 351700-351983
LGF, p1415 = 351984-352316
LG, p1416 = 352317-352465
LG, p1417 = 352466-352644
JTT, p1418 = 352645-352780
LG, p1419 = 352781-353077
LG, p1420 = 353078-353483
LG, p1421 = 353484-353633
LGF, p1422 = 353634-354060
LG, p1423 = 354061-354490
JTTF, p1424 = 354491-354713
LG, p1425 = 354714-354992
JTT, p1426 = 354993-355356
LG, p1427 = 355357-355771
LG, p1428 = 355772-355897
LGF, p1429 = 355898-356114
JTT, p1430 = 356115-356243
LG, p1431 = 356244-356471
LG, p1432 = 356472-356979
LG, p1433 = 356980-357253
LG, p1434 = 357254-357584
JTTF, p1435 = 357585-357824
JTT, p1436 = 357825-358211
LGF, p1437 = 358212-358559
LGF, p1438 = 358560-358864
LGF, p1439 = 358865-359124
LG, p1440 = 359125-359268
LGF, p1441 = 359269-359397
JTT, p1442 = 359398-359789
LG, p1443 = 359790-359863
LG, p1444 = 359864-360027
WAG, p1445 = 360028-360300
LG, p1446 = 360301-360483
LG, p1447 = 360484-360772
LG, p1448 = 360773-360943
JTT, p1449 = 360944-361140
BLOSUM62, p1450 = 361141-361189
LG, p1451 = 361190-361625
LG, p1452 = 361626-361799
LG, p1453 = 361800-361847
LG, p1454 = 361848-362025
LGF, p1455 = 362026-362383
LG, p1456 = 362384-362436
LG, p1457 = 362437-362766
LG, p1458 = 362767-363093
CPREVF, p1459 = 363094-363200
LG, p1460 = 363201-363576
DAYHOFFF, p1461 = 363577-363709
LG, p1462 = 363710-364070
LGF, p1463 = 364071-364180
JTT, p1464 = 364181-364292
JTT, p1465 = 364293-364502
WAGF, p1466 = 364503-364700
LG, p1467 = 364701-364892
LG, p1468 = 364893-365092
LG, p1469 = 365093-365333
LG, p1470 = 365334-365758
LG, p1471 = 365759-366069
LGF, p1472 = 366070-366523
LG, p1473 = 366524-366704
JTT, p1474 = 366705-366946
LG, p1475 = 366947-367219
LG, p1476 = 367220-367351
LGF, p1477 = 367352-367723
LG, p1478 = 367724-367976
LG, p1479 = 367977-368125
LGF, p1480 = 368126-368719
LGF, p1481 = 368720-369161
WAG, p1482 = 369162-369352
LG, p1483 = 369353-369535
LG, p1484 = 369536-369864
JTT, p1485 = 369865-370073
LG, p1486 = 370074-370453
LG, p1487 = 370454-370757
LGF, p1488 = 370758-370925
LG, p1489 = 370926-371199
JTT, p1490 = 371200-371549
LG, p1491 = 371550-372180
LGF, p1492 = 372181-372355
LG, p1493 = 372356-372641
LG, p1494 = 372642-373027
LG, p1495 = 373028-373305
JTTF, p1496 = 373306-373760
LGF, p1497 = 373761-374169
LGF, p1498 = 374170-374415
LG, p1499 = 374416-374623
LGF, p1500 = 374624-375510
LG, p1501 = 375511-375564
LG, p1502 = 375565-375701
JTT, p1503 = 375702-375894
LG, p1504 = 375895-376189
LG, p1505 = 376190-376413
LG, p1506 = 376414-376549
LG, p1507 = 376550-376901
LG, p1508 = 376902-377031
VT, p1509 = 377032-377124
LG, p1510 = 377125-377582
JTT, p1511 = 377583-377692
LG, p1512 = 377693-377963
CPREV, p1513 = 377964-378058
BLOSUM62, p1514 = 378059-378139
LG, p1515 = 378140-378260
LG, p1516 = 378261-378415
LG, p1517 = 378416-378626
LG, p1518 = 378627-379053
LG, p1519 = 379054-379174
JTT, p1520 = 379175-379563
LGF, p1521 = 379564-379980
LGF, p1522 = 379981-380344
JTTF, p1523 = 380345-380642
LG, p1524 = 380643-380915
LG, p1525 = 380916-381163
LG, p1526 = 381164-381524
LGF, p1527 = 381525-381909
LG, p1528 = 381910-382168
LG, p1529 = 382169-382921
JTT, p1530 = 382922-383066
JTTF, p1531 = 383067-383239
LG, p1532 = 383240-383302
WAGF, p1533 = 383303-383533
JTT, p1534 = 383534-383902
LGF, p1535 = 383903-384209
LG, p1536 = 384210-384647
LG, p1537 = 384648-385022
DAYHOFF, p1538 = 385023-385230
LG, p1539 = 385231-385467
LG, p1540 = 385468-385659
LG, p1541 = 385660-386113
LG, p1542 = 386114-386688
LG, p1543 = 386689-386821
LG, p1544 = 386822-387157
LG, p1545 = 387158-387430
LG, p1546 = 387431-387859
LG, p1547 = 387860-387953
LG, p1548 = 387954-388060
LG, p1549 = 388061-388391
LGF, p1550 = 388392-388716
LG, p1551 = 388717-388972
LG, p1552 = 388973-389121
LGF, p1553 = 389122-389432
LG, p1554 = 389433-389607
LG, p1555 = 389608-389971
LG, p1556 = 389972-390203
LG, p1557 = 390204-390464
LG, p1558 = 390465-390788
RTREVF, p1559 = 390789-390881
BLOSUM62, p1560 = 390882-391020
WAG, p1561 = 391021-391282
LG, p1562 = 391283-391358
LG, p1563 = 391359-391467
JTT, p1564 = 391468-391926
LG, p1565 = 391927-392046
LG, p1566 = 392047-392094
LG, p1567 = 392095-392617
LG, p1568 = 392618-392808
LG, p1569 = 392809-393216
JTT, p1570 = 393217-393768
LG, p1571 = 393769-393879
DAYHOFF, p1572 = 393880-393984
LG, p1573 = 393985-394046
LG, p1574 = 394047-394193
LG, p1575 = 394194-394379
LGF, p1576 = 394380-394522
LG, p1577 = 394523-394632
LG, p1578 = 394633-395001
JTT, p1579 = 395002-395331
LG, p1580 = 395332-395737
JTT, p1581 = 395738-396108
LG, p1582 = 396109-396352
JTT, p1583 = 396353-396563
JTT, p1584 = 396564-396734
LG, p1585 = 396735-396893
WAG, p1586 = 396894-396974
JTT, p1587 = 396975-397256
LG, p1588 = 397257-397329
LG, p1589 = 397330-397667
JTT, p1590 = 397668-398029
LG, p1591 = 398030-398219
LGF, p1592 = 398220-398522
LGF, p1593 = 398523-398721
JTTF, p1594 = 398722-398897
WAGF, p1595 = 398898-399022
JTT, p1596 = 399023-399587
LGF, p1597 = 399588-399864
LG, p1598 = 399865-400749
LG, p1599 = 400750-400960
LG, p1600 = 400961-401096
LGF, p1601 = 401097-401742
LG, p1602 = 401743-401821
RTREV, p1603 = 401822-401861
LG, p1604 = 401862-401946
LG, p1605 = 401947-402209
LG, p1606 = 402210-402381
JTT, p1607 = 402382-402676
LG, p1608 = 402677-403020
LG, p1609 = 403021-403305
BLOSUM62F, p1610 = 403306-403671
LGF, p1611 = 403672-403839
JTT, p1612 = 403840-404053
LG, p1613 = 404054-404194
LG, p1614 = 404195-404524
LGF, p1615 = 404525-404891
JTT, p1616 = 404892-405158
LG, p1617 = 405159-405516
LG, p1618 = 405517-405637
JTT, p1619 = 405638-405773
JTT, p1620 = 405774-405923
LG, p1621 = 405924-406069
LG, p1622 = 406070-406615
LG, p1623 = 406616-406852
LG, p1624 = 406853-406936
LG, p1625 = 406937-407246
LGF, p1626 = 407247-407631
LGF, p1627 = 407632-407817
JTT, p1628 = 407818-407882
LG, p1629 = 407883-408032
JTT, p1630 = 408033-408336
VT, p1631 = 408337-408637
JTTF, p1632 = 408638-409124
LG, p1633 = 409125-409438
LGF, p1634 = 409439-409726
LG, p1635 = 409727-409850
LG, p1636 = 409851-410214
LGF, p1637 = 410215-410620
LG, p1638 = 410621-410741
LG, p1639 = 410742-411000
JTTF, p1640 = 411001-411239
JTT, p1641 = 411240-411397
LG, p1642 = 411398-411441
LG, p1643 = 411442-411751
BLOSUM62, p1644 = 411752-411889
JTT, p1645 = 411890-412248
LG, p1646 = 412249-412544
JTT, p1647 = 412545-412745
LGF, p1648 = 412746-413032
LG, p1649 = 413033-413251
VT, p1650 = 413252-413398
LG, p1651 = 413399-413492
LG, p1652 = 413493-414113
LGF, p1653 = 414114-414419
BLOSUM62, p1654 = 414420-414557
JTT, p1655 = 414558-414620
VT, p1656 = 414621-414830
BLOSUM62F, p1657 = 414831-415077
LGF, p1658 = 415078-415769
JTT, p1659 = 415770-416005
LG, p1660 = 416006-416574
JTT, p1661 = 416575-416767
LG, p1662 = 416768-416908
JTT, p1663 = 416909-417180
LG, p1664 = 417181-417477
LG, p1665 = 417478-417705
LG, p1666 = 417706-417820
LG, p1667 = 417821-418024
JTTF, p1668 = 418025-418308
LGF, p1669 = 418309-418579
LG, p1670 = 418580-418899
LG, p1671 = 418900-419019
LG, p1672 = 419020-419302
JTT, p1673 = 419303-419572
JTT, p1674 = 419573-419728
LGF, p1675 = 419729-420076
LG, p1676 = 420077-420276
LG, p1677 = 420277-420350
LG, p1678 = 420351-420481
VT, p1679 = 420482-420761
LGF, p1680 = 420762-421097
JTTF, p1681 = 421098-421555
LG, p1682 = 421556-421866
LG, p1683 = 421867-422147
LGF, p1684 = 422148-422334
LG, p1685 = 422335-422515
LG, p1686 = 422516-422677
JTT, p1687 = 422678-423083
JTT, p1688 = 423084-423252
LGF, p1689 = 423253-423745
LG, p1690 = 423746-423875
LG, p1691 = 423876-424118
LG, p1692 = 424119-424388
LG, p1693 = 424389-424675
